Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
30020100	30020100	【第1篇事件Buff相关】			0.15	15	8	9	300201000								
30020101	30020101	探索-路线1-M-2			0.15	15	8	9	300201010								
30020102	30020102	探索-路线1-M-4			0.15	15	10	9	300201020								
30020103	30020103	探索-路线1-BⅡ-2			0.15	15	10	9	300201030								
30020104	30020104	探索-路线1-BⅡ-3			0.15	15	1	9	300201040								
30020105	30020105	探索-路线1-M-6			0.15	15	1	9	300201050								
30020106	30020106	探索-路线1-M-7			0.15	15	1	9	300201060								
30020107	30020107	探索-路线1-BⅢ-2			0.15	15	1	11	300201070								
30020108	30020108	探索-路线1-M-10			0.15	15	12	11	300201080								
30020109	30020109	探索-路线1-BⅠ-1			0.15	15	8	9	300201090								
30020110	30020110	探索-路线1-BⅠ-3			0.15	15	8	9	300201100								
30020111	30020111	探索-路线1-BⅠ-5			0.15	15	2	9	300201110								
30020200	30020200	【第2篇事件Buff相关】			0.15	15	8	9	300202000								
30020201	30020201	探索-路线2-MⅠ-2			0.15	15	8	9	300202010								
30020202	30020202	探索-路线2-MⅡ-2			0.15	15	8	9	300202020								
30020203	30020203	探索-路线2-MⅠ-5			0.15	15	10	9	300202030								
30020204	30020204	探索-路线2-MⅠ-7			0.15	15	1	9	300202040								
30020205	30020205	探索-路线2-MⅡ-4			0.15	15	1	9	300202050								
30020206	30020206	探索-路线2-MⅠ-9			0.15	15	1	9	300202060								
30020207	30020207	探索-路线2-B-2			0.15	15	1	10	300202070								
30020208	30020208	探索-路线2-MⅡ-6			0.15	15	1	9	300202080								
30020209	30020209	探索-路线2-MⅡ-9			0.15	15	1	10	300202090								
