Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
90090001	90090001				0.15	15	1	9	900900010								
90090002	90090002				0.15	15	1	9	900900020								
90090004	90090004				0.15	15	1	9	900900040								
90095462	90095462				0.15	15	1	9	900954620								
90093453	90093453				0.15	15	1	9	900934530								
90099912	90099912				0.15	15	1	9	900999120								
99999914	99999914				0.15	15	1	9	999999140								
90090010	90090010				0.15	15	1	9	900900100								
90090011	90090011				0.15	15	1	9	900900110								
90090012	90090012				0.15	15	1	9	900900120								
90090013	90090013				0.15	15	1	9	900900130								
90090014	90090014				0.15	15	1	9	900900140								
90090015	90090015				0.15	15	1	9	900900150								
90090016	90090016				0.15	15	1	9	900900160								
90090017	90090017				0.15	15	1	9	900900170								
90090018	90090018				0.15	15	1	9	900900180								
90090019	90090019				0.15	15	1	9	900900190								
90090020	90090020				0.15	15	1	9	900900200								
90090021	90090021				0.15	15	1	9	900900210								
90090022	90090022				0.15	15	1	9	900900220								
90090023	90090023				0.15	15	1	9	900900230								
90090024	90090024				0.15	15	1	9	900900240								
90090025	90090025				0.15	15	1	9	900900250								
90090026	90090026				0.15	15	1	9	900900260								
90090027	90090027				0.15	15	4	9	900900270								
90090028	90090028				0.15	15	1	9	900900280								
90090029	90090029				0.15	15	1	9	900900290								
