Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
10060101	10060101	普通6-1			0.15	15	1	9	100601010								
10060102	10060102	普通6-2			0.15	15	1	9	100601020								
10060103	10060103	普通6-3			0.15	15	1	9	100601030								
10060104	10060104	普通6-4			0.15	15	12	9	100601040								
10060201	10060201	普通6-5			0.15	15	2	9	100602010								
10060202	10060202	普通6-6			0.15	15	1	9	100602020								
10060203	10060203	普通6-7			0.15	15	1	9	100602030								
10060204	10060204	普通6-8			0.15	15	1	9	100602040								
10060301	10060301	普通6-9			0.15	15	1	10	100603010								
10060302	10060302	普通6-10			0.15	15	1	9	100603020								
10060303	10060303	普通6-11			0.15	15	1	9	100603030								
10060304	10060304	普通6-12			0.15	15	1	9	100603040								
