Id	Type	Time	HoverTime	ImmuneHitTime	Speed	MoveTime	HitFlyHeight1	HitFlyHeight2	HitFlyTime1	HitFlyTime2	HitFlyTime3	OriginType	ImmuneHitValue	Acceleration
997101011	6	0.4	0.2		1	0.4						1		
997102011	5	0.4	0.2		1	0.4						1		
997103011	3	0.8	0.2		8	0.7	1	0.25	0.1	0.5	0.2	1	1	
997106011	3	0.8	0.2		12	0.7	1	0.25	0.1	0.5	0.2	1	1	
997108011	1	0.5	0.2									1	0	
997108031	1	0.5	0.2									2	0	
997108051	1	0.5	0.2									1	0	
997108071	1	0.5	0.2									2	0	
997108091	1	0.5	0.2									1	0	
997108111	1	0.5	0.2									2	0	
997108131	1	0.5	0.2									1	0	
997108151	1	0.5	0.2									2	0	
997109011	6	0.7	0.2									1		
997110011	7	0.8	0.2									1		
997111011	3	1.1	0.2		28	1	1	0.25	0.1	0.8	0.2	1	1	
997112041	1	0.6	0.2									1	0	
997114011	3	1.5	0.2		12	1.5	1	0.25	0.1	1.2	0.2	1	1	3
997115011	6	0.8	0.2									1		
997151041	1	0.5	0.2									1	0	
997152041	1	0.5	0.2									1	0	
997155011	6	0.4	0.2		1	0.4						1		
997156011	3	0.6	0.2		2	0.1	1	0.25	0.1	0.3	0.2	1	1	
997157011	3	0.5	0				1	0.25	0.1	0.2	0.2	1	1	
997158011	3	0.5	0.2		40	0.5	1	0.25	0.1	0.2	0.2	1	1	-2
997161191	1	0.5	0.2									2	0	
997162011	6	0.7	0.2									1		
997162021	6	0.7	0.2									1		
997162031	6	0.7	0.2									1		
997163011	3	0.8	0.2		8	0.7	1	0.25	0.1	0.5	0.2	1	1	
997164011	1	0.5	0.2									1	0	
997164031	1	0.5	0.2									2	0	
997164051	1	0.5	0.2									1	0	
997164071	1	0.5	0.2									2	0	
997164091	1	0.5	0.2									1	0	
997164111	1	0.5	0.2									2	0	
997164131	1	0.5	0.2									1	0	
997164151	1	0.5	0.2									2	0	
997165011	6	0.7	0.2									1		
997165021	6	0.7	0.2									1		
997165031	6	0.7	0.2									1		
997166011	3	0.8	0.2		12	0.7	1	0.25	0.1	0.5	0.2	1	1	
997171011	3	0.8	0.2		8	0.7	1	0.25	0.1	0.5	0.2	1	1	
